transaction_id,user_id,amount,merchant,mcc,mcc_description,timestamp,city,device_id,authorized,is_fraud
txn_834549,sr_002,55.23,BP,5541,Gas Stations,2025-12-15 03:07:13.191021,Phoenix,dev_sr_002_1,True,0
txn_740524,sr_001,56.41,Family Medical,8011,Doctor Offices,2025-12-15 07:12:13.191021,Orlando,dev_sr_001_1,True,0
txn_443032,sr_001,65.2,Whole Foods,5411,Grocery Stores,2025-12-15 07:20:13.191021,Tampa,dev_sr_001_3,True,0
txn_213666,sr_002,101.0,Safeway,5411,Grocery Stores,2025-12-15 08:06:13.191021,Phoenix,dev_sr_002_1,True,0
txn_966621,sr_001,77.27,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-15 08:44:13.191021,Tampa,dev_sr_001_3,True,0
txn_300444,sr_003,38.69,BP,5541,Gas Stations,2025-12-15 09:43:13.191021,Denver,dev_sr_003_3,True,0
txn_363076,sr_003,13.2,Publix,5411,Grocery Stores,2025-12-15 09:53:13.191021,Boulder,dev_sr_003_3,True,0
txn_761519,sr_003,1.0,Hampton Inn,7011,Hotels,2025-12-15 10:44:13.191021,Denver,dev_sr_003_2,True,0
txn_723861,sr_003,33.29,Walgreens,5912,Drug Stores/Pharmacies,2025-12-15 10:54:13.191021,Denver,dev_sr_003_2,True,0
txn_644675,sr_003,68.7,Shell,5541,Gas Stations,2025-12-15 10:57:13.191021,Denver,dev_sr_003_2,True,0
txn_109708,sr_002,82.16,Family Medical,8011,Doctor Offices,2025-12-15 11:18:13.191021,Phoenix,dev_sr_002_1,True,0
txn_378095,sr_002,78.86,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-15 12:13:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_567830,sr_002,96.1,Lyft,4111,Local Transit,2025-12-15 12:27:13.191021,Phoenix,dev_sr_002_3,True,0
txn_334496,sr_002,138.14,Walgreens,5912,Drug Stores/Pharmacies,2025-12-15 12:56:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_509203,sr_001,55.16,Urgent Care,8011,Doctor Offices,2025-12-15 13:25:13.191021,Orlando,dev_sr_001_3,True,0
txn_749342,sr_003,22.81,Walgreens,5912,Drug Stores/Pharmacies,2025-12-15 15:21:13.191021,Denver,dev_sr_003_1,True,0
txn_732262,sr_002,132.53,Lyft,4111,Local Transit,2025-12-15 15:36:13.191021,Phoenix,dev_sr_002_1,True,0
txn_612036,sr_002,118.46,Kohl's,5311,Department Stores,2025-12-15 16:11:13.191021,Phoenix,dev_sr_002_3,True,0
txn_258612,sr_002,64.38,Macy's,5311,Department Stores,2025-12-15 16:35:13.191021,Phoenix,dev_sr_002_3,True,0
txn_697766,sr_002,80.44,IHOP,5812,Eating Places,2025-12-15 17:22:13.191021,Phoenix,dev_sr_002_3,True,0
txn_749813,sr_001,34.93,Denny's,5812,Eating Places,2025-12-15 19:43:13.191021,Tampa,dev_sr_001_1,True,0
txn_123823,sr_001,77.31,Urgent Care,8011,Doctor Offices,2025-12-15 21:47:13.191021,Tampa,dev_sr_001_3,True,0
txn_130641,sr_001,45.98,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-15 23:10:13.191021,Orlando,dev_sr_001_2,True,0
txn_571300,sr_003,500.0,Target eGift,6051,Gift Cards / Crypto,2025-12-16 05:14:13.191021,Minsk,dev_sr_003_3,True,1
txn_928404,sr_001,1417.5,Microsoft Alert,4814,Telecom (scam common),2025-12-16 07:14:13.191021,Minsk,dev_sr_001_3,True,1
txn_465848,sr_001,32.01,Best Western,7011,Hotels,2025-12-16 07:44:13.191021,Orlando,dev_sr_001_3,True,0
txn_122536,sr_003,39.19,Macy's,5311,Department Stores,2025-12-16 08:11:13.191021,Denver,dev_sr_003_2,True,0
txn_301255,sr_002,103.87,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-16 08:39:13.191021,Phoenix,dev_sr_002_3,True,0
txn_456589,sr_003,18.41,Shell,5541,Gas Stations,2025-12-16 08:55:13.191021,Denver,dev_sr_003_3,True,0
txn_838927,sr_002,132.58,Kohl's,5311,Department Stores,2025-12-16 08:58:13.191021,Phoenix,dev_sr_002_1,True,0
txn_925622,sr_001,9.74,JCPenney,5311,Department Stores,2025-12-16 09:44:13.191021,Tampa,dev_sr_001_1,True,0
txn_963227,sr_003,15.67,Uber,4111,Local Transit,2025-12-16 10:00:13.191021,Denver,dev_sr_003_3,True,0
txn_957150,sr_002,169.6,Urgent Care,8011,Doctor Offices,2025-12-16 10:12:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_536476,sr_001,45.1,Whole Foods,5411,Grocery Stores,2025-12-16 10:58:13.191021,Tampa,dev_sr_001_3,True,0
txn_975761,sr_002,1559.54,Microsoft Alert,4814,Telecom (scam common),2025-12-16 13:49:13.191021,Lagos,dev_sr_002_3,True,1
txn_766478,sr_002,83.65,Uber,4111,Local Transit,2025-12-16 14:12:13.191021,Scottsdale,dev_sr_002_2,True,0
txn_761679,sr_003,17.6,Whole Foods,5411,Grocery Stores,2025-12-16 14:37:13.191021,Denver,dev_sr_003_1,True,0
txn_813884,sr_001,49.28,Holiday Inn,7011,Hotels,2025-12-16 14:44:13.191021,Tampa,dev_sr_001_2,True,0
txn_818807,sr_002,102.13,Holiday Inn,7011,Hotels,2025-12-16 14:52:13.191021,Phoenix,dev_sr_002_3,True,0
txn_447907,sr_003,54.18,Denny's,5812,Eating Places,2025-12-16 16:05:13.191021,Boulder,dev_sr_003_1,True,0
txn_763646,sr_002,94.45,Chevron,5541,Gas Stations,2025-12-16 16:31:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_570711,sr_001,23.58,Senior Clinic,8011,Doctor Offices,2025-12-16 16:43:13.191021,Tampa,dev_sr_001_3,True,0
txn_750475,sr_002,332.46,Casino Online,7995,Gambling,2025-12-16 16:51:13.191021,Unknown City,dev_sr_002_1,True,1
txn_772386,sr_003,5.06,Best Western,7011,Hotels,2025-12-16 17:25:13.191021,Denver,dev_sr_003_3,True,0
txn_638177,sr_002,500.0,Walmart Gift Card,6051,Gift Cards / Crypto,2025-12-16 17:52:13.191021,Lagos,dev_sr_002_1,True,1
txn_225228,sr_003,31.84,Denny's,5812,Eating Places,2025-12-16 18:03:13.191021,Boulder,dev_sr_003_2,True,0
txn_418635,sr_003,34.97,Holiday Inn,7011,Hotels,2025-12-16 18:18:13.191021,Denver,dev_sr_003_1,True,0
txn_207892,sr_002,53.63,Lyft,4111,Local Transit,2025-12-16 21:37:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_990649,sr_001,34.78,ExxonMobil,5541,Gas Stations,2025-12-16 23:40:13.191021,Tampa,dev_sr_001_3,True,0
txn_995304,sr_001,53.17,Denny's,5812,Eating Places,2025-12-17 03:02:13.191021,Tampa,dev_sr_001_3,True,0
txn_743937,sr_003,42.86,Applebee's,5812,Eating Places,2025-12-17 03:56:13.191021,Boulder,dev_sr_003_1,True,0
txn_312281,sr_003,37.7,Shell,5541,Gas Stations,2025-12-17 04:09:13.191021,Denver,dev_sr_003_2,True,0
txn_168517,sr_002,90.36,Safeway,5411,Grocery Stores,2025-12-17 07:25:13.191021,Phoenix,dev_sr_002_2,True,0
txn_371216,sr_003,33.05,Hampton Inn,7011,Hotels,2025-12-17 07:46:13.191021,Boulder,dev_sr_003_3,True,0
txn_290167,sr_001,50.8,Lyft,4111,Local Transit,2025-12-17 08:42:13.191021,Tampa,dev_sr_001_3,True,0
txn_839893,sr_003,33.91,Safeway,5411,Grocery Stores,2025-12-17 09:53:13.191021,Denver,dev_sr_003_3,True,0
txn_787036,sr_002,150.21,Hampton Inn,7011,Hotels,2025-12-17 10:56:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_405482,sr_003,17.67,Whole Foods,5411,Grocery Stores,2025-12-17 12:53:13.191021,Denver,dev_sr_003_3,True,0
txn_170846,sr_001,58.05,Family Medical,8011,Doctor Offices,2025-12-17 13:55:13.191021,Tampa,dev_sr_001_1,True,0
txn_927050,sr_001,43.44,Macy's,5311,Department Stores,2025-12-17 17:00:13.191021,Tampa,dev_sr_001_1,True,0
txn_301205,sr_001,47.11,City Transit,4111,Local Transit,2025-12-17 17:16:13.191021,Tampa,dev_sr_001_2,True,0
txn_676935,sr_001,500.0,Target eGift,6051,Gift Cards / Crypto,2025-12-17 18:48:13.191021,Lagos,dev_sr_001_3,True,1
txn_332634,sr_003,62.56,BP,5541,Gas Stations,2025-12-17 18:49:13.191021,Denver,dev_sr_003_1,True,0
txn_507446,sr_001,37.17,Kohl's,5311,Department Stores,2025-12-17 21:46:13.191021,Orlando,dev_sr_001_2,True,0
txn_660957,sr_002,104.37,Kohl's,5311,Department Stores,2025-12-18 05:01:13.191021,Phoenix,dev_sr_002_1,True,0
txn_292401,sr_001,39.17,Lyft,4111,Local Transit,2025-12-18 07:17:13.191021,Orlando,dev_sr_001_2,True,0
txn_428594,sr_003,56.24,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-18 07:24:13.191021,Denver,dev_sr_003_3,True,0
txn_802615,sr_001,48.55,Chevron,5541,Gas Stations,2025-12-18 08:08:13.191021,Orlando,dev_sr_001_1,True,0
txn_546370,sr_003,33.37,JCPenney,5311,Department Stores,2025-12-18 08:53:13.191021,Denver,dev_sr_003_2,True,0
txn_196459,sr_002,86.46,JCPenney,5311,Department Stores,2025-12-18 09:37:13.191021,Phoenix,dev_sr_002_1,True,0
txn_687119,sr_001,49.26,Best Western,7011,Hotels,2025-12-18 10:34:13.191021,Tampa,dev_sr_001_1,True,0
txn_767181,sr_002,23.53,Shell,5541,Gas Stations,2025-12-18 12:24:13.191021,Phoenix,dev_sr_002_3,True,0
txn_801138,sr_003,36.29,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-18 14:06:13.191021,Denver,dev_sr_003_1,True,0
txn_420602,sr_001,23.56,Holiday Inn,7011,Hotels,2025-12-18 14:23:13.191021,Orlando,dev_sr_001_3,True,0
txn_438270,sr_002,132.64,Urgent Care,8011,Doctor Offices,2025-12-18 14:26:13.191021,Phoenix,dev_sr_002_3,True,0
txn_295103,sr_003,38.19,Family Medical,8011,Doctor Offices,2025-12-18 14:30:13.191021,Boulder,dev_sr_003_2,True,0
txn_781301,sr_003,30.89,Kroger,5411,Grocery Stores,2025-12-18 15:15:13.191021,Boulder,dev_sr_003_2,True,0
txn_670123,sr_003,42.31,Denny's,5812,Eating Places,2025-12-18 16:20:13.191021,Denver,dev_sr_003_2,True,0
txn_362874,sr_003,29.51,Whole Foods,5411,Grocery Stores,2025-12-18 16:57:13.191021,Denver,dev_sr_003_1,True,0
txn_226672,sr_003,19.68,Lyft,4111,Local Transit,2025-12-18 20:14:13.191021,Boulder,dev_sr_003_1,True,0
txn_829417,sr_001,44.58,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-18 20:38:13.191021,Orlando,dev_sr_001_3,True,0
txn_674599,sr_002,57.25,Cracker Barrel,5812,Eating Places,2025-12-18 20:53:13.191021,Phoenix,dev_sr_002_2,True,0
txn_836789,sr_003,32.23,JCPenney,5311,Department Stores,2025-12-18 22:43:13.191021,Denver,dev_sr_003_1,True,0
txn_655132,sr_001,16.83,Urgent Care,8011,Doctor Offices,2025-12-19 04:19:13.191021,Tampa,dev_sr_001_2,True,0
txn_387745,sr_001,69.01,Whole Foods,5411,Grocery Stores,2025-12-19 04:26:13.191021,Orlando,dev_sr_001_1,True,0
txn_132390,sr_003,48.26,Kohl's,5311,Department Stores,2025-12-19 05:13:13.191021,Denver,dev_sr_003_3,True,0
txn_347656,sr_001,54.69,Cracker Barrel,5812,Eating Places,2025-12-19 06:54:13.191021,Tampa,dev_sr_001_1,True,0
txn_787313,sr_001,62.42,Senior Clinic,8011,Doctor Offices,2025-12-19 07:15:13.191021,Tampa,dev_sr_001_1,True,0
txn_910004,sr_002,72.31,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-19 07:19:13.191021,Phoenix,dev_sr_002_3,True,0
txn_116817,sr_002,33.69,Uber,4111,Local Transit,2025-12-19 08:26:13.191021,Phoenix,dev_sr_002_1,True,0
txn_970085,sr_002,76.24,Whole Foods,5411,Grocery Stores,2025-12-19 08:54:13.191021,Phoenix,dev_sr_002_3,True,0
txn_610898,sr_002,102.22,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-19 09:19:13.191021,Phoenix,dev_sr_002_3,True,0
txn_550956,sr_003,13.78,City Transit,4111,Local Transit,2025-12-19 09:20:13.191021,Denver,dev_sr_003_3,True,0
txn_948450,sr_001,44.51,Senior Clinic,8011,Doctor Offices,2025-12-19 09:30:13.191021,Tampa,dev_sr_001_2,True,0
txn_633328,sr_001,37.59,Lyft,4111,Local Transit,2025-12-19 09:48:13.191021,Tampa,dev_sr_001_3,True,0
txn_673136,sr_003,41.08,Walgreens,5912,Drug Stores/Pharmacies,2025-12-19 10:48:13.191021,Denver,dev_sr_003_3,True,0
txn_932932,sr_002,25.04,Lyft,4111,Local Transit,2025-12-19 10:58:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_375782,sr_003,44.3,Urgent Care,8011,Doctor Offices,2025-12-19 11:30:13.191021,Denver,dev_sr_003_1,True,0
txn_910326,sr_002,86.47,Uber,4111,Local Transit,2025-12-19 13:28:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_664964,sr_003,260.91,Target eGift,6051,Gift Cards / Crypto,2025-12-19 13:48:13.191021,New York,dev_sr_003_2,True,1
txn_489244,sr_001,52.16,Cracker Barrel,5812,Eating Places,2025-12-19 14:35:13.191021,Tampa,dev_sr_001_1,True,0
txn_194343,sr_003,1665.92,Microsoft Alert,4814,Telecom (scam common),2025-12-19 16:45:13.191021,Lagos,dev_sr_003_1,True,1
txn_530670,sr_002,82.66,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-19 19:07:13.191021,Phoenix,dev_sr_002_2,True,0
txn_955076,sr_001,29.89,Applebee's,5812,Eating Places,2025-12-19 19:10:13.191021,Tampa,dev_sr_001_2,True,0
txn_969642,sr_001,80.11,Family Medical,8011,Doctor Offices,2025-12-19 19:51:13.191021,Tampa,dev_sr_001_2,True,0
txn_245699,sr_002,53.6,Senior Clinic,8011,Doctor Offices,2025-12-20 03:36:13.191021,Phoenix,dev_sr_002_1,True,0
txn_113765,sr_003,38.34,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-20 05:42:13.191021,Boulder,dev_sr_003_1,True,0
txn_944539,sr_002,1035.64,Wire Transfer Co,6012,Financial Institutions (unusual),2025-12-20 07:16:13.191021,New York,dev_sr_002_3,True,1
txn_838568,sr_001,59.01,Macy's,5311,Department Stores,2025-12-20 09:51:13.191021,Tampa,dev_sr_001_2,True,0
txn_432272,sr_001,41.62,Walgreens,5912,Drug Stores/Pharmacies,2025-12-20 10:26:13.191021,Tampa,dev_sr_001_1,True,0
txn_687638,sr_003,10.81,ExxonMobil,5541,Gas Stations,2025-12-20 10:51:13.191021,Denver,dev_sr_003_3,True,0
txn_211914,sr_002,118.0,Denny's,5812,Eating Places,2025-12-20 11:47:13.191021,Phoenix,dev_sr_002_1,True,0
txn_308286,sr_003,55.66,Shell,5541,Gas Stations,2025-12-20 12:13:13.191021,Boulder,dev_sr_003_2,True,0
txn_844144,sr_002,121.63,IHOP,5812,Eating Places,2025-12-20 12:42:13.191021,Scottsdale,dev_sr_002_2,True,0
txn_720875,sr_002,41.38,Denny's,5812,Eating Places,2025-12-20 14:44:13.191021,Phoenix,dev_sr_002_1,True,0
txn_971598,sr_001,60.18,Denny's,5812,Eating Places,2025-12-20 14:50:13.191021,Tampa,dev_sr_001_1,True,0
txn_177667,sr_002,38.73,Hampton Inn,7011,Hotels,2025-12-20 15:29:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_600466,sr_001,52.01,City Transit,4111,Local Transit,2025-12-20 16:29:13.191021,Tampa,dev_sr_001_1,True,0
txn_382831,sr_002,1151.06,BetMGM,7995,Gambling,2025-12-20 16:51:13.191021,New York,dev_sr_002_2,True,1
txn_403507,sr_001,51.82,Hampton Inn,7011,Hotels,2025-12-20 17:20:13.191021,Tampa,dev_sr_001_1,True,0
txn_799806,sr_003,29.01,JCPenney,5311,Department Stores,2025-12-20 18:21:13.191021,Denver,dev_sr_003_1,True,0
txn_429638,sr_003,56.58,Chevron,5541,Gas Stations,2025-12-20 19:06:13.191021,Denver,dev_sr_003_2,True,0
txn_992819,sr_002,65.27,Kohl's,5311,Department Stores,2025-12-20 19:32:13.191021,Phoenix,dev_sr_002_1,True,0
txn_919528,sr_003,26.14,Urgent Care,8011,Doctor Offices,2025-12-20 19:41:13.191021,Denver,dev_sr_003_2,True,0
txn_427718,sr_001,89.63,Macy's,5311,Department Stores,2025-12-20 20:40:13.191021,Tampa,dev_sr_001_2,True,0
txn_920011,sr_003,3.9,Cracker Barrel,5812,Eating Places,2025-12-20 22:15:13.191021,Denver,dev_sr_003_3,True,0
txn_956046,sr_002,72.14,Chevron,5541,Gas Stations,2025-12-20 22:31:13.191021,Phoenix,dev_sr_002_1,True,0
txn_169327,sr_001,95.54,Holiday Inn,7011,Hotels,2025-12-20 22:59:13.191021,Tampa,dev_sr_001_3,True,0
txn_806242,sr_001,48.82,Senior Clinic,8011,Doctor Offices,2025-12-21 08:06:13.191021,Tampa,dev_sr_001_1,True,0
txn_246413,sr_002,88.47,Senior Clinic,8011,Doctor Offices,2025-12-21 08:15:13.191021,Phoenix,dev_sr_002_3,True,0
txn_503151,sr_002,1000.0,Target eGift,6051,Gift Cards / Crypto,2025-12-21 08:54:13.191021,Chicago,dev_sr_002_3,True,1
txn_683283,sr_002,27.4,Denny's,5812,Eating Places,2025-12-21 09:23:13.191021,Phoenix,dev_sr_002_3,True,0
txn_701380,sr_003,58.22,Holiday Inn,7011,Hotels,2025-12-21 10:25:13.191021,Denver,dev_sr_003_1,True,0
txn_266846,sr_002,62.33,City Transit,4111,Local Transit,2025-12-21 10:49:13.191021,Phoenix,dev_sr_002_3,True,0
txn_654418,sr_001,500.0,CoinFlip ATM,6051,Gift Cards / Crypto,2025-12-21 11:37:13.191021,New York,dev_sr_001_3,True,1
txn_139211,sr_002,32.69,Hampton Inn,7011,Hotels,2025-12-21 11:49:13.191021,Phoenix,dev_sr_002_1,True,0
txn_449951,sr_002,133.5,Applebee's,5812,Eating Places,2025-12-21 12:03:13.191021,Phoenix,dev_sr_002_2,True,0
txn_983353,sr_002,164.12,Holiday Inn,7011,Hotels,2025-12-21 14:23:13.191021,Phoenix,dev_sr_002_2,True,0
txn_656322,sr_002,76.91,Chevron,5541,Gas Stations,2025-12-21 16:00:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_819964,sr_003,39.58,City Transit,4111,Local Transit,2025-12-21 16:22:13.191021,Denver,dev_sr_003_3,True,0
txn_675458,sr_003,43.86,Lyft,4111,Local Transit,2025-12-21 16:30:13.191021,Denver,dev_sr_003_3,True,0
txn_879930,sr_001,44.93,Safeway,5411,Grocery Stores,2025-12-21 17:04:13.191021,Tampa,dev_sr_001_3,True,0
txn_663217,sr_003,49.18,Uber,4111,Local Transit,2025-12-21 19:00:13.191021,Denver,dev_sr_003_3,True,0
txn_389874,sr_003,2.0,Shell,5541,Gas Stations,2025-12-21 20:57:13.191021,Denver,dev_sr_003_3,True,0
txn_991913,sr_003,25.42,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-22 00:01:13.191021,Denver,dev_sr_003_2,True,0
txn_255335,sr_001,52.77,Kroger,5411,Grocery Stores,2025-12-22 04:56:13.191021,Tampa,dev_sr_001_2,True,0
txn_401813,sr_001,67.8,Safeway,5411,Grocery Stores,2025-12-22 05:46:13.191021,Tampa,dev_sr_001_3,True,0
txn_193469,sr_001,16.95,Hampton Inn,7011,Hotels,2025-12-22 06:21:13.191021,Tampa,dev_sr_001_3,True,0
txn_273982,sr_003,17.97,Cracker Barrel,5812,Eating Places,2025-12-22 06:50:13.191021,Denver,dev_sr_003_2,True,0
txn_868577,sr_001,36.84,Chevron,5541,Gas Stations,2025-12-22 07:21:13.191021,Tampa,dev_sr_001_2,True,0
txn_661307,sr_003,32.95,Whole Foods,5411,Grocery Stores,2025-12-22 07:59:13.191021,Boulder,dev_sr_003_2,True,0
txn_215485,sr_002,79.68,Shell,5541,Gas Stations,2025-12-22 08:14:13.191021,Phoenix,dev_sr_002_1,True,0
txn_721301,sr_001,21.33,Chevron,5541,Gas Stations,2025-12-22 08:20:13.191021,Tampa,dev_sr_001_3,True,0
txn_560623,sr_002,84.0,City Transit,4111,Local Transit,2025-12-22 08:55:13.191021,Phoenix,dev_sr_002_3,True,0
txn_604967,sr_001,76.23,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-22 09:12:13.191021,Tampa,dev_sr_001_1,True,0
txn_926403,sr_001,52.71,IHOP,5812,Eating Places,2025-12-22 10:06:13.191021,Tampa,dev_sr_001_3,True,0
txn_529718,sr_003,18.79,Macy's,5311,Department Stores,2025-12-22 10:14:13.191021,Denver,dev_sr_003_3,True,0
txn_172792,sr_001,37.3,Kroger,5411,Grocery Stores,2025-12-22 10:49:13.191021,Orlando,dev_sr_001_2,True,0
txn_333020,sr_001,24.7,Hampton Inn,7011,Hotels,2025-12-22 11:24:13.191021,Tampa,dev_sr_001_1,True,0
txn_323491,sr_002,153.09,Kroger,5411,Grocery Stores,2025-12-22 12:15:13.191021,Phoenix,dev_sr_002_2,True,0
txn_854024,sr_003,22.6,Publix,5411,Grocery Stores,2025-12-22 12:34:13.191021,Denver,dev_sr_003_2,True,0
txn_431603,sr_003,61.15,Safeway,5411,Grocery Stores,2025-12-22 13:00:13.191021,Boulder,dev_sr_003_2,True,0
txn_986486,sr_002,23.77,Urgent Care,8011,Doctor Offices,2025-12-22 13:10:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_650164,sr_003,1.0,Applebee's,5812,Eating Places,2025-12-22 14:05:13.191021,Denver,dev_sr_003_2,True,0
txn_277193,sr_001,24.26,IHOP,5812,Eating Places,2025-12-22 14:07:13.191021,Tampa,dev_sr_001_2,True,0
txn_641704,sr_002,1.0,Hampton Inn,7011,Hotels,2025-12-22 14:48:13.191021,Phoenix,dev_sr_002_3,True,0
txn_956800,sr_003,17.4,Family Medical,8011,Doctor Offices,2025-12-22 15:07:13.191021,Denver,dev_sr_003_2,True,0
txn_612756,sr_002,1.0,Holiday Inn,7011,Hotels,2025-12-22 15:20:13.191021,Phoenix,dev_sr_002_2,True,0
txn_261450,sr_001,51.03,Walgreens,5912,Drug Stores/Pharmacies,2025-12-22 15:31:13.191021,Tampa,dev_sr_001_3,True,0
txn_192059,sr_002,35.18,Cracker Barrel,5812,Eating Places,2025-12-22 15:46:13.191021,Phoenix,dev_sr_002_2,True,0
txn_421559,sr_001,49.02,Macy's,5311,Department Stores,2025-12-22 16:45:13.191021,Tampa,dev_sr_001_1,True,0
txn_144993,sr_002,106.4,Holiday Inn,7011,Hotels,2025-12-22 16:55:13.191021,Phoenix,dev_sr_002_2,True,0
txn_362778,sr_003,39.51,Macy's,5311,Department Stores,2025-12-22 18:12:13.191021,Denver,dev_sr_003_3,True,0
txn_290719,sr_001,48.64,BP,5541,Gas Stations,2025-12-22 18:39:13.191021,Tampa,dev_sr_001_3,True,0
txn_638406,sr_001,32.13,JCPenney,5311,Department Stores,2025-12-22 19:12:13.191021,Orlando,dev_sr_001_2,True,0
txn_396020,sr_001,36.0,Whole Foods,5411,Grocery Stores,2025-12-22 19:49:13.191021,Tampa,dev_sr_001_2,True,0
txn_441203,sr_001,63.27,Walgreens,5912,Drug Stores/Pharmacies,2025-12-22 21:15:13.191021,Orlando,dev_sr_001_3,True,0
txn_641593,sr_003,29.17,Uber,4111,Local Transit,2025-12-22 21:34:13.191021,Boulder,dev_sr_003_1,True,0
txn_985974,sr_003,39.46,Safeway,5411,Grocery Stores,2025-12-23 01:54:13.191021,Denver,dev_sr_003_2,True,0
txn_272824,sr_001,1.0,City Transit,4111,Local Transit,2025-12-23 08:30:13.191021,Tampa,dev_sr_001_1,True,0
txn_838247,sr_001,13.87,Senior Clinic,8011,Doctor Offices,2025-12-23 09:45:13.191021,Tampa,dev_sr_001_3,True,0
txn_916776,sr_001,47.58,City Transit,4111,Local Transit,2025-12-23 10:06:13.191021,Tampa,dev_sr_001_1,True,0
txn_532308,sr_002,76.16,Applebee's,5812,Eating Places,2025-12-23 10:32:13.191021,Phoenix,dev_sr_002_3,True,0
txn_326088,sr_002,70.15,Hampton Inn,7011,Hotels,2025-12-23 10:35:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_977101,sr_003,34.28,JCPenney,5311,Department Stores,2025-12-23 10:51:13.191021,Denver,dev_sr_003_2,True,0
txn_974628,sr_001,60.35,Walgreens,5912,Drug Stores/Pharmacies,2025-12-23 12:23:13.191021,Tampa,dev_sr_001_1,True,0
txn_726111,sr_002,55.35,Shell,5541,Gas Stations,2025-12-23 12:34:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_148823,sr_001,56.9,Lyft,4111,Local Transit,2025-12-23 12:59:13.191021,Tampa,dev_sr_001_1,True,0
txn_120339,sr_003,37.51,City Transit,4111,Local Transit,2025-12-23 13:20:13.191021,Boulder,dev_sr_003_3,True,0
txn_739668,sr_002,58.59,Senior Clinic,8011,Doctor Offices,2025-12-23 13:29:13.191021,Phoenix,dev_sr_002_1,True,0
txn_924154,sr_001,22.07,Uber,4111,Local Transit,2025-12-23 13:35:13.191021,Tampa,dev_sr_001_2,True,0
txn_680130,sr_002,116.73,Publix,5411,Grocery Stores,2025-12-23 14:04:13.191021,Phoenix,dev_sr_002_2,True,0
txn_966945,sr_003,13.21,Senior Clinic,8011,Doctor Offices,2025-12-23 14:08:13.191021,Denver,dev_sr_003_3,True,0
txn_652874,sr_002,32.85,Walgreens,5912,Drug Stores/Pharmacies,2025-12-23 14:13:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_230082,sr_003,5.32,Kroger,5411,Grocery Stores,2025-12-23 14:19:13.191021,Denver,dev_sr_003_1,True,0
txn_379473,sr_003,3.62,Denny's,5812,Eating Places,2025-12-23 15:34:13.191021,Denver,dev_sr_003_3,True,0
txn_566624,sr_002,134.01,Senior Clinic,8011,Doctor Offices,2025-12-23 15:46:13.191021,Phoenix,dev_sr_002_2,True,0
txn_161733,sr_003,21.83,City Transit,4111,Local Transit,2025-12-23 16:14:13.191021,Denver,dev_sr_003_1,True,0
txn_553882,sr_002,95.67,Uber,4111,Local Transit,2025-12-23 16:27:13.191021,Phoenix,dev_sr_002_1,True,0
txn_149617,sr_002,66.43,Senior Clinic,8011,Doctor Offices,2025-12-23 17:09:13.191021,Scottsdale,dev_sr_002_2,True,0
txn_950775,sr_002,60.68,Publix,5411,Grocery Stores,2025-12-23 17:12:13.191021,Phoenix,dev_sr_002_3,True,0
txn_268870,sr_001,38.95,Lyft,4111,Local Transit,2025-12-23 17:32:13.191021,Tampa,dev_sr_001_3,True,0
txn_903180,sr_001,49.99,ExxonMobil,5541,Gas Stations,2025-12-23 17:37:13.191021,Tampa,dev_sr_001_3,True,0
txn_334843,sr_003,2.95,Macy's,5311,Department Stores,2025-12-23 18:29:13.191021,Denver,dev_sr_003_2,True,0
txn_493774,sr_002,114.45,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-23 19:57:13.191021,Phoenix,dev_sr_002_1,True,0
txn_194825,sr_003,31.73,JCPenney,5311,Department Stores,2025-12-23 20:40:13.191021,Denver,dev_sr_003_2,True,0
txn_572387,sr_001,16.69,Denny's,5812,Eating Places,2025-12-24 00:44:13.191021,Tampa,dev_sr_001_3,True,0
txn_260825,sr_003,55.68,Whole Foods,5411,Grocery Stores,2025-12-24 01:50:13.191021,Denver,dev_sr_003_2,True,0
